sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,mappingType,comment,createdBy,createdOn,assignedReviewer
OLTR-BHI_RAST,Test Request : Other Sp-Ige/RAST referral,0,,0.38,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362473,
FUNDHHE2,Hepatitis C Antibody Test,0,,1.00,UNCHECKED,UNREVIEWED,,0,37392818,Hepatitis C antibody test,EVENT,,,1613550362473,
EMISNQDE58,Degree of urinary incontinence: moderate,0,,0.56,UNCHECKED,UNREVIEWED,,0,45879944,Urinary incontinence,EVENT,,,1613550362473,
ALLERGY6170EMIS,Adverse reaction to Lipitor,0,,0.74,UNCHECKED,UNREVIEWED,,0,4317379,Adverse reaction to lobeline,EVENT,,,1613550362473,
OLTR-CVV,Test Request : Vulvo-vag/s (self taken) for Chlamydia,0,,0.40,UNCHECKED,UNREVIEWED,,0,4127408,Chlamydial vulvovaginitis,EVENT,,,1613550362473,
OLTR-FCM:F:ANA:SW::FCP,Test Request : Anal swab,0,,0.59,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362473,
OLTR-T590,Test Request : Other Biochemistry Test,0,,0.52,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362473,
FUNDHHI1,High Vaginal Swab,0,,1.00,UNCHECKED,UNREVIEWED,,0,4124278,High vaginal swab,EVENT,,,1613550362473,
OLTR-Polycythaemia,Test Request : Polycythaemia Investigation,0,,0.58,UNCHECKED,UNREVIEWED,,0,4130681,Erythrocytosis,EVENT,,,1613550362474,
EMISNQAC876,Acute infective exacerbation of asthma,0,,0.87,UNCHECKED,UNREVIEWED,,0,45771045,Acute exacerbation of asthma,EVENT,,,1613550362474,
OLTR-BHI_RF,Test Request : Rheumatoid Factor,0,,0.67,UNCHECKED,UNREVIEWED,,0,37397812,Rheumatoid factor,EVENT,,,1613550362474,
ALLERGY5288NEMIS,Adverse reaction to Lescol Xl,0,,0.66,UNCHECKED,UNREVIEWED,,0,4317379,Adverse reaction to lobeline,EVENT,,,1613550362474,
EMISNQCL10,Clinical procedure report,0,,0.73,UNCHECKED,UNREVIEWED,,0,4203889,Report procedure,EVENT,,,1613550362474,
FUNDHHI2,Hiv Antibody Test,0,,0.69,UNCHECKED,UNREVIEWED,,0,4136494,HIV antigen test,EVENT,,,1613550362474,
OLTR-FCOM,Test request : Blood Film,0,,0.67,UNCHECKED,UNREVIEWED,,0,4188815,Blood test requested,EVENT,,,1613550362474,
OLTR-T600,Test Request : Allergy tests,0,,0.57,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362474,
OLTR-58D3.,Test Request : Transvaginal ultrasound scan,0,,0.78,UNCHECKED,UNREVIEWED,,0,4027510,Transvaginal echography,EVENT,,,1613550362474,
ALLERGY6171BRIDL,Adverse reaction to Saizen,0,,0.69,UNCHECKED,UNREVIEWED,,0,441751,Adverse reaction to salicylate,EVENT,,,1613550362474,
OLTR-CVZ3,Test Request : Varicella Zoster PCR for Blood,0,,0.45,UNCHECKED,UNREVIEWED,,0,4188815,Blood test requested,EVENT,,,1613550362474,
FUNDHHL1,Hla B27 Antigens,0,,0.84,UNCHECKED,UNREVIEWED,,0,37393423,HLA B27 antigen screening test,EVENT,,,1613550362474,
EMISNQDE6,Delayed use of prescription advised,0,,0.69,UNCHECKED,UNREVIEWED,,0,44791226,Patient advised to delay filling of prescription,EVENT,,,1613550362475,
OLTR-Q,Test Request : Urine - Mid stream - MSU,0,,0.50,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362475,
OLTR-BHI_TAT,Test Request : Thyroid (on Anti-Thyroid Rx),0,,0.47,UNCHECKED,UNREVIEWED,,0,4127316,Thyroid antibody,EVENT,,,1613550362475,
ALLERGY5290EMIS,Adverse reaction to Taxol,0,,0.82,UNCHECKED,UNREVIEWED,,0,4097628,Betaxolol adverse reaction,EVENT,,,1613550362475,
OLTR-FCP,Test Request : Faecal Calprotectin,0,,0.60,UNCHECKED,UNREVIEWED,,0,37399113,Faecal calprotectin content,EVENT,,,1613550362475,
FUNDHHU1,Human Papovavirus Tests,0,,0.52,INVALID_TARGET,UNREVIEWED,,0,0,Unmapped,EVENT,Invalid existing target: 443430,,0,
OLTR-CW,Test Request : Wound Swab Culture,0,,0.64,UNCHECKED,UNREVIEWED,,0,4043943,Wound swab culture positive,EVENT,,,1613550362475,
EMISNQAC877,Acute non-infective exacerbation of asthma,0,,0.76,UNCHECKED,UNREVIEWED,,0,45771045,Acute exacerbation of asthma,EVENT,,,1613550362475,
EMISNQCL11,Clinical consultation report,0,,0.74,UNCHECKED,UNREVIEWED,,0,4145111,Dental consultation and report,EVENT,,,1613550362475,
OLTR-BHI_TEST,Test Request : Testosterone,0,,0.64,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362475,
OLTR-58F..,Test Request : Bone density scan,0,,0.61,UNCHECKED,UNREVIEWED,,0,4195803,Bone density scan,EVENT,,,1613550362475,
OLTR-T612,Test Request : Tissue transglutaminase (TTG),0,,0.54,UNCHECKED,UNREVIEWED,,0,36717377,Tissue transglutaminase IgG,EVENT,,,1613550362475,
ALLERGY6171EMIS,Adverse reaction to Atorvastatin,0,,0.80,UNCHECKED,UNREVIEWED,,0,36715172,Adverse reaction caused by atorvastatin,EVENT,,,1613550362475,
FUNDHIR1,Iron (Unclassified),0,,0.69,UNCHECKED,UNREVIEWED,,0,45881805,Unclassified,EVENT,,,1613550362475,
EMISNQDE60,Degree of bowel incontinence,0,,0.77,UNCHECKED,UNREVIEWED,,0,197675,Incontinence of feces,EVENT,,,1613550362476,
OLTR-FCRE,Test Request : Creatinine (fluid),0,,0.51,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362476,
OLTR-BHI_TG,Test Request : Triglyceride,0,,0.59,UNCHECKED,UNREVIEWED,,0,4311687,Triacylglycerol,EVENT,,,1613550362476,
ALLERGY5291EMIS,Adverse reaction to Paclitaxel,0,,0.90,UNCHECKED,UNREVIEWED,,0,4097208,Paclitaxel adverse reaction,EVENT,,,1613550362476,
EMISNQAC9,Acenocoumarol monitoring,0,,0.81,UNCHECKED,UNREVIEWED,,0,19024063,acenocoumarol,EVENT,,,1613550362476,
OLTR-QDNA,Test Request : Double stranded DNA antibodies,0,,0.61,UNCHECKED,UNREVIEWED,,0,4296014,Double stranded anti DNA antibody,EVENT,,,1613550362476,
OLTR-CWCS,Test Request : Clotting screen on warfarin,0,,0.52,UNCHECKED,UNREVIEWED,,0,4150222,Blood coagulation panel,EVENT,,,1613550362476,
OLTR-59,Test Request : Auto Antibody Screen,0,,0.58,UNCHECKED,UNREVIEWED,,0,4025129,Antibody screen,EVENT,,,1613550362476,
EMISNQCL15,Clinical COPD Questionnaire,0,,0.56,UNCHECKED,UNREVIEWED,,0,4169168,Master questionnaire,EVENT,,,1613550362476,
OLTR-T626,Test Request : Anti nuclear antibodies,0,,0.53,UNCHECKED,UNREVIEWED,,0,4193403,Serum anti nuclear antibody level,EVENT,,,1613550362476,
OLTR-FCS,Test Request : Faeces culture (g),0,,0.59,UNCHECKED,UNREVIEWED,,0,37392597,Faeces culture,EVENT,,,1613550362476,
FUNDHJO1,Joint Consultant Clinic Referrals,0,,0.68,UNCHECKED,UNREVIEWED,,0,4265455,Referral by consultant,EVENT,,,1613550362476,
OLTR-CWRIL,Test Request : CT Wrist Lt,0,,0.57,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362476,
OLTR-BHI_THY,Test Request : Thyroid Peroxidase Abs,0,,0.57,UNCHECKED,UNREVIEWED,,0,4011306,Antithyroperoxidase antibody,EVENT,,,1613550362476,
EMISNQDE61,Degree of bowel incontinence: mild,0,,0.58,UNCHECKED,UNREVIEWED,,0,197675,Incontinence of feces,EVENT,,,1613550362476,
OLTR-T69,Test Request : HLA B27 (PCR SSP),0,,0.42,UNCHECKED,UNREVIEWED,,0,37393423,HLA B27 antigen screening test,EVENT,,,1613550362476,
OLTR-QELP,Test Request : Haemoglobinopathy Screen,0,,0.75,UNCHECKED,UNREVIEWED,,0,4118981,Hemoglobin variant test,EVENT,,,1613550362476,
ALLERGY6173EMIS,Adverse reaction to Ropivacaine Hydrochloride,0,,0.87,UNCHECKED,UNREVIEWED,,0,4097193,Bupivacaine adverse reaction,EVENT,,,1613550362476,
OLTR-CWRIR,Test Request : CT Wrist Rt,0,,0.56,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362476,
FUNDHLE1,Leucocyte Alkaline Phosphatase,0,,1.00,UNCHECKED,UNREVIEWED,,0,4012535,Leukocyte alkaline phosphatase,EVENT,,,1613550362476,
OLTR-5B73.,Test Request : Ultrasound therapy - skeletal,0,,0.77,UNCHECKED,UNREVIEWED,,0,4059955,Ultrasound therapy - skeletal,EVENT,,,1613550362476,
OLTR-BHI_TNT,Test Request : Troponin T,0,,0.62,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362476,
OLTR-FCU,Test Request : Faeces Culture over 11 yrs (),0,,0.47,UNCHECKED,UNREVIEWED,,0,37392597,Faeces culture,EVENT,,,1613550362477,
ALLERGY52940NEMIS,Adverse reaction to Shingles (Herpes Zoster) Vaccine Live,0,,0.73,UNCHECKED,UNREVIEWED,,0,44810869,Adverse reaction to herpes zoster vaccine,EVENT,,,1613550362477,
EMISNQACC1,A&E arrival mode - brought in by emergency ambulance,0,,0.57,UNCHECKED,UNREVIEWED,,0,37395489,Arrival by emergency road ambulance,EVENT,,,1613550362477,
EMISNQCL16,"Closed fracture of tibia and fibula, distal",0,,0.87,UNCHECKED,UNREVIEWED,,0,434782,Closed fracture of tibia AND fibula,EVENT,,,1613550362477,
OLTR-T735,Test Request : Faecal Calprotectin,0,,0.60,UNCHECKED,UNREVIEWED,,0,37399113,Faecal calprotectin content,EVENT,,,1613550362477,
FUNDHLY1,Lymphocyte Markers,0,,0.97,UNCHECKED,UNREVIEWED,,0,4164934,Lymphocyte antigen,EVENT,,,1613550362477,
OLTR-CWSPN,Test Request : CT - Whole Spine,0,,0.55,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362477,
OLTR-FCUL,Test Request : Faeces - C&S,0,,0.46,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362477,
ALLERGY6174EMIS,Adverse reaction to Xalatan,0,,0.65,UNCHECKED,UNREVIEWED,,0,441207,Adverse reaction to drug,EVENT,,,1613550362477,
OLTR-5DIA,Test Request : Non-Gynae cytology,0,,0.61,UNCHECKED,UNREVIEWED,,0,3034773,Microscopic observation [Identifier] in Vaginal fluid by Non-gynecological cytology method,EVENT,,,1613550362477,
EMISNQCL18,Clue cells absent,0,,0.75,UNCHECKED,UNREVIEWED,,0,4095480,Clue cells present,EVENT,,,1613550362477,
EMISNQDE62,Degree of bowel incontinence: moderate,0,,0.57,UNCHECKED,UNREVIEWED,,0,197675,Incontinence of feces,EVENT,,,1613550362477,
FUNDHMA1,Mammary Ductography,0,,0.91,UNCHECKED,UNREVIEWED,,0,4108249,Mammary ductogram,EVENT,,,1613550362477,
OLTR-BHI_TSH,Test Request : Thyroid Function Test,0,,0.72,UNCHECKED,UNREVIEWED,,0,37393428,Thyroid function test,EVENT,,,1613550362477,
OLTR-FCUL:1,Test Request : Faeces - C&S,0,,0.46,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362477,
ALLERGY52945NEMIS,Adverse reaction to Zostavax,0,,0.62,UNCHECKED,UNREVIEWED,,0,4329330,Adverse reaction to pectin,EVENT,,,1613550362477,
OLTR-QFIP,Test Request : Quantitative Faecal Immunochemical Test,0,,0.60,UNCHECKED,UNREVIEWED,,0,37395561,QFIT - Quantitative faecal immunochemical test,EVENT,,,1613550362477,
OLTR-CX,Test Request : Cervical LBC (),0,,0.43,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362477,
OLTR-T7X105,Test Request : Cytology on Urine,0,,0.56,UNCHECKED,UNREVIEWED,,0,4013835,Hematology test requested,EVENT,,,1613550362477,
OLTR-5ECG,Test Request : ECG loop monitoring,0,,0.55,UNCHECKED,UNREVIEWED,,0,4064607,ECG requested,EVENT,,,1613550362477,
EMISNQAD104,Advised to have rectal evacuations,0,,0.53,UNCHECKED,UNREVIEWED,,0,4134701,Patient advised to have pregnancy test,EVENT,,,1613550362477,
OLTR-FCULT,Test Request : Faeces testing,0,,0.56,UNCHECKED,UNREVIEWED,,0,4013391,Feces test due,EVENT,,,1613550362477,
FUNDHMA3,Manual Differential + Film,0,,0.54,UNCHECKED,UNREVIEWED,,0,36308886,Differential,EVENT,,,1613550362477,
OLTR-T810,Test Request : ANCA screen,0,,0.59,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362477,
OLTR-CX:CX,Test Request : Cervix Swab (iLAB),0,,0.42,UNCHECKED,UNREVIEWED,,0,4119516,Cervical swab,EVENT,,,1613550362477,
ALLERGY6175EMIS,Adverse reaction to Latanoprost,0,,0.76,UNCHECKED,UNREVIEWED,,0,4098230,Dinoprost adverse reaction,EVENT,,,1613550362477,
OLTR-BHI_TT4,Test Request : Thyroid (on Thyroxine),0,,0.49,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362477,
ALLERGY5295EMIS,Adverse reaction to Famvir,0,,0.67,UNCHECKED,UNREVIEWED,,0,4329327,Adverse reaction to fig,EVENT,,,1613550362477,
EMISNQCL21,Clinical pathway protocol not followed,0,,0.77,UNCHECKED,UNREVIEWED,,0,4158094,Following clinical pathway protocol,EVENT,,,1613550362477,
EMISNQDE68,Dementia stage at diagnosis - early (mild),0,,0.51,UNCHECKED,UNREVIEWED,,0,40766652,Age at diagnosis,EVENT,,,1613550362477,
FUNDHMA4,Malarial Parasites,0,,1.00,UNCHECKED,UNREVIEWED,,0,37392235,Malarial parasites,EVENT,,,1613550362477,
EMISNQAD106,Advised to increase fluid intake,0,,0.75,UNCHECKED,UNREVIEWED,,0,4091502,Increased fluid intake,EVENT,,,1613550362478,
OLTR-CXC,Test Request : Cervical swab C&S.,0,,0.46,UNCHECKED,UNREVIEWED,,0,4119516,Cervical swab,EVENT,,,1613550362478,
OLTR-QFIT,Test Request : Quantitative faecal immunochemical test (Q-FIT),0,,0.49,UNCHECKED,UNREVIEWED,,0,37395561,QFIT - Quantitative faecal immunochemical test,EVENT,,,1613550362478,
OLTR-T8X310,Test Request : Cervical Smear,0,,0.57,UNCHECKED,UNREVIEWED,,0,4234541,"Cytopathology procedure, preparation of smear, genital source",EVENT,,,1613550362478,
EMISNQCL27,Clostridium difficile carrier,0,,0.84,UNCHECKED,UNREVIEWED,,0,4244400,Clostridioides difficile,EVENT,,,1613550362478,
OLTR-BHI_TTG,Test Request : Anti TTG (Coeliac Screen),0,,0.40,UNCHECKED,UNREVIEWED,,0,37397947,Coeliac disease screen,EVENT,,,1613550362478,
ALLERGY5296EMIS,Adverse reaction to Famciclovir,0,,0.88,UNCHECKED,UNREVIEWED,,0,4099858,Famciclovir adverse reaction,EVENT,,,1613550362478,
OLTR-FCYT,Test Request : Intrinsic Factor Antibodies,0,,0.63,UNCHECKED,UNREVIEWED,,0,4004065,Intrinsic factor antibody,EVENT,,,1613550362478,
OLTR-5F,Test Request : Fasting Glucose (fast for a min 12 hours),0,,0.36,UNCHECKED,UNREVIEWED,,0,37398498,Plasma fasting glucose level,EVENT,,,1613550362478,
ALLERGY618,Adverse reaction to Docusate Sodium,0,,0.83,UNCHECKED,UNREVIEWED,,0,4095507,Docusate adverse reaction,EVENT,,,1613550362478,
FUNDHME1,Mental Handicap Psyc Referral,0,,0.68,UNCHECKED,UNREVIEWED,,0,4142602,Referral to mental handicap psychiatry service,EVENT,,,1613550362478,
OLTR-FDI:F::::F1D,Test Request : FDI,0,,0.58,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362478,
EMISNQAD108,Advised to decrease fizzy drink intake,0,,0.81,UNCHECKED,UNREVIEWED,,0,4025563,Carbonated drink intake,EVENT,,,1613550362478,
EMISNQDE69,Dementia stage at diagnosis - mid (moderate),0,,0.58,UNCHECKED,UNREVIEWED,,0,40766652,Age at diagnosis,EVENT,,,1613550362478,
OLTR-CXL,Test Request : Cervical cytology (LBC),0,,0.49,UNCHECKED,UNREVIEWED,,0,37393701,Cervical cytology test,EVENT,,,1613550362478,
OLTR-BHI_UA,Test Request : Urate (Uric acid),0,,0.51,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362478,
OLTR-TA,Test Request : Thyroid Autoantibodies,0,,0.73,UNCHECKED,UNREVIEWED,,0,4018606,Anti-thyroid antibody measurement,EVENT,,,1613550362478,
OLTR-5HAA,Test Request : 5 HIAA (24 Hr urine) [26.04],0,,0.31,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362478,
OLTR-QFT,Test Request : Quantiferon TB Elisa,0,,0.45,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362478,
ALLERGY6183BRIDL,Adverse reaction to Mercilon,0,,0.80,UNCHECKED,UNREVIEWED,,0,441207,Adverse reaction to drug,EVENT,,,1613550362478,
ALLERGY5300EMIS,Adverse reaction to Fluvastatin,0,,0.88,UNCHECKED,UNREVIEWED,,0,4167624,Adverse reaction caused by fluvastatin,EVENT,,,1613550362485,
EMISNQDE7,Dermatology follow up by GP,0,,0.51,UNCHECKED,UNREVIEWED,,0,4198115,Retinopathy follow up,EVENT,,,1613550362485,
FUNDHME3,Mental Illness Dept Referral,0,,0.67,UNCHECKED,UNREVIEWED,,0,4214703,Mental illness,EVENT,,,1613550362485,
OLTR-CXM,Test Request : Cytotoxic Crossmatch,0,,0.62,UNCHECKED,UNREVIEWED,,0,4288617,Microcytotoxicity crossmatch,EVENT,,,1613550362485,
OLTR-FDI:F::::FD,Test Request : Faeces C. difficile only,0,,0.40,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362485,
EMISNQCL31,Clinical nurse specialist telephone encounter,0,,0.73,UNCHECKED,UNREVIEWED,,0,38004390,Clinical Nurse Specialist,EVENT,,,1613550362485,
OLTR-BHI_UE,Test Request : Urea Creat + Electrolytes (U&E),0,,0.49,UNCHECKED,UNREVIEWED,,0,4091295,Urea and electrolytes,EVENT,,,1613550362485,
OLTR-5HI,Test Request : 24 hour 5HIAA Excretion,0,,0.39,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362485,
OLTR-CXR,Test Request : Chest,0,,0.68,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362485,
OLTR-TAA,Test Request : Serum Tissue Autoantibody (TAA),0,,0.44,UNCHECKED,UNREVIEWED,,0,37399188,Cell tissue autoantibody screening test,EVENT,,,1613550362485,
OLTR-QFTB,Test Request : TB (Latent) testing by Quantiferon Gold,0,,0.38,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362485,
EMISNQAD111,Advice given about reducing risk of bladder infection,0,,0.58,UNCHECKED,UNREVIEWED,,0,44788904,Advice given about feeding,EVENT,,,1613550362485,
ALLERGY5304EMIS,Adverse reaction to Lipantil Micro,0,,0.67,UNCHECKED,UNREVIEWED,,0,4095379,Dipipanone adverse reaction,EVENT,,,1613550362485,
OLTR-FDI:F::FF::FD,Test Request : Faeces - difficile toxin,0,,0.46,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362485,
OLTR-5HIA,Test Request : 24 hour Urine 5HIAA,0,,0.46,UNCHECKED,UNREVIEWED,,0,3015501,pH of 24 hour Urine,EVENT,,,1613550362485,
OLTR-CXRA,Test Request : Chest - Apical View,0,,0.53,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362485,
FUNDHME4,Mental Health Counselling Referral,0,,0.88,UNCHECKED,UNREVIEWED,,0,4142747,Referral for mental health counseling,EVENT,,,1613550362486,
OLTR-BHI_UMA,Test Request : Urine Albumin (ACR / UMA),0,,0.42,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362486,
ALLERGY6188EMIS,Adverse reaction to Elleste Duet 1 Mg,0,,0.69,UNCHECKED,UNREVIEWED,,0,4166176,Estriol adverse reaction,EVENT,,,1613550362486,
EMISNQCL4,Client has no children under age 16,0,,0.42,UNCHECKED,UNREVIEWED,,0,45877910,Patient has no pain,EVENT,,,1613550362486,
EMISNQDE70,Dementia stage at diagnosis - late (severe),0,,0.59,UNCHECKED,UNREVIEWED,,0,40766652,Age at diagnosis,EVENT,,,1613550362486,
OLTR-5HIAA,"Test Request : 5-HIAA, urine",0,,0.44,UNCHECKED,UNREVIEWED,,0,4219762,"5-Hydroxyindoleacetic acid measurement, quantitative, urine",EVENT,,,1613550362486,
FUNDHNA1,Nail Scrapings Taken,0,,1.00,UNCHECKED,UNREVIEWED,,0,4294871,Nail scrapings taken,EVENT,,,1613550362487,
EMISNQCL5,Clinical psychology,0,,1.00,UNCHECKED,UNREVIEWED,,0,38004493,Clinical Psychology,EVENT,,,1613550362487,
EMISNQAD113,Advice given about equipment disposal,0,,0.72,UNCHECKED,UNREVIEWED,,0,4075071,Equipment use education,EVENT,,,1613550362487,
OLTR-TAAX,Test Request : Thyroid Peroxidase Antibody (Repeat),0,,0.62,UNCHECKED,UNREVIEWED,,0,4011306,Antithyroperoxidase antibody,EVENT,,,1613550362487,
OLTR-FDIF,Test Request : Faeces for Clostridium difficile,0,,0.58,UNCHECKED,UNREVIEWED,,0,4244400,Clostridioides difficile,EVENT,,,1613550362487,
ALLERGY5306EMIS,Adverse reaction to Zestoretic 10,0,,0.61,UNCHECKED,UNREVIEWED,,0,438054,Adverse reaction to emetic,EVENT,,,1613550362487,
OLTR-CXRLLAT,Test Request : Chest (Left Lateral Only),0,,0.44,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362487,
OLTR-QFTD,Test Request : Quantiferon GoldPlus TB Diagnostics,0,,0.29,UNCHECKED,UNREVIEWED,,0,35607686,Neon Diagnostics Ltd,EVENT,,,1613550362487,
OLTR-BHI_UPCR,Test Request : Urine Protein:Creat Ratio (UPCR),0,,0.59,UNCHECKED,UNREVIEWED,,0,37392637,Random urine protein:creatinine ratio,EVENT,,,1613550362487,
ALLERGY6190EMIS,Adverse reaction to Melatonin,0,,0.82,UNCHECKED,UNREVIEWED,,0,441207,Adverse reaction to drug,EVENT,,,1613550362487,
EMISNQCL8,Clinical report,0,,0.65,UNCHECKED,UNREVIEWED,,0,4241440,Clinical,EVENT,,,1613550362488,
EMISNQDH1,DHDS prevention pilot project - patient check/screen,0,,0.33,UNCHECKED,UNREVIEWED,,0,4164196,Erect projection,EVENT,,,1613550362488,
OLTR-5HIR,Test request : 5 HIAA Qualitative [26.04],0,,0.34,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362488,
FUNDHNE1,Nephrological Referral,0,,0.79,UNCHECKED,UNREVIEWED,,0,4140049,Referral by nephrologist,EVENT,,,1613550362488,
OLTR-TAB,Test Request : Anti-thyroid antibodies,0,,0.70,UNCHECKED,UNREVIEWED,,0,4127316,Thyroid antibody,EVENT,,,1613550362488,
EMISNQAD120,Advice about sexual activity,0,,0.76,UNCHECKED,UNREVIEWED,,0,4073625,Recommendation to limit sexual activity,EVENT,,,1613550362488,
OLTR-FDM,Test Request : FAECES DIRECT MICROSCOPY,0,,0.57,UNCHECKED,UNREVIEWED,,0,37392226,Direct microscopy,EVENT,,,1613550362488,
OLTR-BHI_V,Test Request : Plasma Viscosity (PV),0,,0.49,UNCHECKED,UNREVIEWED,,0,37393852,Plasma viscosity,EVENT,,,1613550362488,
OLTR-5HIS,Test Request : Histology,0,,0.61,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362488,
EMISNQCL9,Clinical document,0,,0.80,UNCHECKED,UNREVIEWED,,0,44788216,Clinical document author,EVENT,,,1613550362489,
OLTR-CXRRLAT,Test Request : Chest (Right Lateral Only),0,,0.44,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362489,
ALLERGY5308EMIS,Adverse reaction to Cabergoline,0,,0.90,UNCHECKED,UNREVIEWED,,0,4164105,Cabergoline adverse reaction,EVENT,,,1613550362489,
OLTR-FDP,Test Request : FDP/D-DIMER,0,,0.43,UNCHECKED,UNREVIEWED,,0,40762213,dP/dt [Pressure rate] by US,EVENT,,,1613550362489,
OLTR-TAC,Test Request : Tacrolimus,0,,0.60,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362489,
ALLERGY6194BRIDL,Adverse reaction to Calcitriol,0,,0.87,UNCHECKED,UNREVIEWED,,0,4166190,Calcitonin adverse reaction,EVENT,,,1613550362489,
FUNDHNU1,Nuclear Medicine Referral,0,,0.78,UNCHECKED,UNREVIEWED,,0,4141569,Referral to nuclear medicine service,EVENT,,,1613550362489,
OLTR-BHI_VITD,Test Request : Vitamin D,0,,0.63,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362489,
OLTR-QFTS,Test Request : Quantiferon GoldPlus TB Screening,0,,0.41,UNCHECKED,UNREVIEWED,,0,36674607,Screening for tuberculosis using gamma interferon assay,EVENT,,,1613550362490,
OLTR-5R,Test Request : Random Glucose,0,,0.56,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362490,
EMISNQDH4,DHDS pilot project outcome - new diagnosis Diabetes,0,,0.46,UNCHECKED,UNREVIEWED,,0,4262070,New diagnosis,EVENT,,,1613550362490,
OLTR-FDPX,Test Request : D-DIMER,0,,0.55,UNCHECKED,UNREVIEWED,,0,42709958,D-dimer above reference range,EVENT,,,1613550362490,
EMISNQCO1,COPD medication review,0,,0.68,UNCHECKED,UNREVIEWED,,0,4057411,Review of medication,EVENT,,,1613550362490,
OLTR-CXS,Test Request : Cervical Swab - (M/C/S),0,,0.39,UNCHECKED,UNREVIEWED,,0,4119516,Cervical swab,EVENT,,,1613550362490,
